Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
778,768425,259,44.69,19583,9.3
779,768481,86,20.77,19601,9.3
780,769058,96,21.67,19618,9.3
781,770962,327,59.28,19635,9.3
782,771468,67,18.51,19652,9.3
783,771915,97,21.75,19676,9.3
784,772503,113,23.02,19693,9.3
785,773249,79,20.03,19716,9.3
786,773392,145,25.96,19733,9.3
787,773855,240,41.21,19751,9.3
788,774271,62,17.75,19769,9.3
789,776445,51,15.86,19793,9.3
790,777231,112,22.94,19811,9.3
791,777629,134,24.82,19829,9.3
792,778229,337,62.3,19850,9.3
793,778332,99,21.91,19947,9.3
794,778654,79,20.03,19971,9.3
795,782156,79,20.03,19988,9.3
796,782624,143,25.74,20005,9.3
797,783321,399,87.3,20023,9.3
798,783595,71,19.06,20040,9.3
799,783695,176,30.09,20058,9.3
800,783870,195,33.17,20080,9.3
801,785421,92,21.32,20097,9.3
802,786622,71,19.06,20114,9.3
803,787635,211,35.96,20131,9.3
804,788173,88,20.96,20148,9.3
805,788806,332,61.17,20165,9.3
806,789326,408,90.57,20182,9.3
807,793476,89,21.05,20203,9.3
808,793583,287,50.23,20224,9.3
809,793746,236,40.44,20322,9.3
810,794876,56,16.76,20340,9.3
811,795043,115,23.18,20358,9.3
812,795860,206,35.07,20382,9.3
813,796599,179,30.55,20399,9.3
814,797376,71,19.06,20416,9.3
815,798970,83,20.46,20438,9.3
816,805202,127,24.18,20547,9.3
817,806514,241,41.39,20572,9.3
818,806735,147,26.19,20590,9.3
819,807414,271,46.93,20608,9.3
820,808081,391,82.35,20626,9.3
821,808218,220,37.58,20643,9.3
822,808342,199,33.86,20660,9.3
823,808715,222,37.96,20677,9.3
824,809295,153,26.9,20702,9.3
825,810058,174,29.79,20800,9.3
826,810170,56,16.76,20817,9.3
827,810264,51,15.86,20835,9.3
828,811531,231,39.55,20852,9.3
829,812986,225,38.48,20876,9.3
830,814356,280,48.67,20893,9.3
831,815407,143,25.74,20911,9.3
832,815452,273,47.25,20929,9.3
833,816012,376,76.43,20947,9.3
834,817545,327,59.28,20964,9.3
835,818502,177,30.25,20986,9.3
836,818683,224,38.29,21003,9.3
837,819473,243,41.74,21021,9.3
838,821610,111,22.86,21039,9.3
839,822826,156,27.28,21060,9.3
840,823693,67,18.51,21165,9.3
841,825065,167,28.76,21183,9.3
842,825268,204,34.73,21200,9.3
843,826389,63,17.91,21217,9.3
844,827261,67,18.51,21235,9.3
845,827877,108,22.63,21257,9.3
846,829499,62,17.75,21281,9.3
847,830717,172,29.49,21299,9.3
848,831374,143,25.74,21317,9.3
849,832056,71,19.06,21335,9.3
850,832297,135,24.92,21353,9.3
851,835524,179,30.55,21371,9.3
852,835587,56,16.76,21388,9.3
853,835798,275,47.73,21412,9.3
854,835845,126,24.09,21430,9.3
855,836921,248,42.69,21451,9.3
856,837238,156,27.28,21549,9.3
857,838020,99,21.91,21566,9.3
858,838388,265,45.75,21590,9.3
859,838690,415,95,21608,9.3
860,838836,56,16.76,21625,9.3
861,839275,209,35.61,21642,9.3
862,839620,88,20.96,21659,9.3
863,840095,158,27.53,21676,9.3
864,841518,268,46.26,21698,9.3
865,842624,172,29.49,21716,9.3
866,843004,63,17.91,21734,9.3
867,844039,199,33.86,21752,9.3
868,844160,227,38.83,21769,9.3
869,846563,376,76.43,21787,9.3
870,846755,231,39.55,21804,9.3
871,848651,76,19.69,21826,9.3
872,848867,297,52.13,21922,9.3
873,849861,159,27.66,21939,9.3
874,851403,56,16.76,21956,9.3
875,851507,220,37.58,21973,9.3
876,855176,364,71.71,22003,9.3
877,855698,62,17.75,22021,9.3
878,855791,209,35.61,22039,9.3
879,856316,231,39.55,22144,9.3
880,857582,211,35.96,22162,9.3
881,863176,417,95.2,22179,9.3
882,863715,56,16.76,22203,9.3
883,864525,65,18.22,22221,9.3
884,867691,83,20.46,22239,9.3
885,869767,224,38.29,22257,9.3
886,869910,192,32.67,22278,9.3
887,870712,323,58.48,22383,9.3
888,871034,263,45.37,22401,9.3
889,871901,192,32.67,22419,9.3
890,872160,609,211.41,22436,9.3
891,872339,211,35.96,22454,9.3
892,872497,76,19.69,22471,9.3
893,874590,115,23.18,22493,9.3
894,876366,158,27.53,22511,9.3
895,877464,364,71.71,22528,9.3
896,880350,280,48.67,22545,9.3
897,880724,135,24.92,22563,9.3
898,881855,368,72.93,22580,9.3
899,881898,240,41.21,22597,9.3
900,882215,255,43.96,22618,9.3
901,883170,166,28.62,22635,9.3
902,883695,199,33.86,22656,9.3
903,884371,344,64.67,22753,9.3
904,885416,207,35.26,22770,9.3
905,888185,110,22.78,22794,9.3
906,889764,222,37.96,22815,9.3
907,890528,230,39.39,22832,9.3
908,890742,81,20.25,22850,9.3
909,891741,150,26.54,22867,9.3
910,892306,284,49.41,22887,9.3
911,892719,207,35.26,22911,9.3
912,892998,76,19.69,22928,9.3
913,893360,67,18.51,22946,9.3
914,893756,127,24.18,22964,9.3
915,895770,423,97.36,22982,9.3
916,896340,78,19.92,22999,9.3
917,897342,131,24.54,23026,9.3
918,897744,224,38.29,23122,9.3
919,898475,76,19.69,23140,9.3
920,899134,195,33.17,23157,9.3
921,902375,92,21.32,23174,9.3
922,903809,217,37.04,23198,9.3
923,904065,204,34.73,23215,9.3
924,905501,574,181.47,23233,9.3
925,906352,159,27.66,23251,9.3
926,907957,305,53.88,23268,9.3
927,911360,79,20.03,23285,9.3
928,913247,184,31.36,23302,9.3
929,913323,81,20.25,23323,9.3
930,914392,142,25.64,23341,9.3
931,915688,209,35.61,23359,9.3
932,920178,56,16.76,23376,9.3
933,920584,63,17.91,23397,9.3
934,920927,220,37.58,23502,9.3
935,921208,163,28.2,23519,9.3
936,921294,150,26.54,23541,9.3
937,923139,327,59.28,23558,9.3
938,923257,67,18.51,23576,9.3
939,923328,172,29.49,23594,9.3
940,924314,134,24.82,23618,9.3
941,927000,252,43.42,23636,9.3
942,927528,147,26.19,23744,9.3
943,929001,287,50.23,23761,9.3
944,929587,280,48.67,23779,9.3
945,929605,179,30.55,23797,9.3
946,929638,153,26.9,23821,9.3
947,934138,65,18.22,23839,9.3
948,934159,280,48.67,23857,9.3
949,935325,252,43.42,23878,9.3
950,936551,135,24.92,23977,9.3
951,937157,188,32.01,24001,9.3
952,938020,127,24.18,24018,9.3
953,939562,76,19.69,24036,9.3
954,939803,156,27.28,24053,9.3
955,940595,199,33.86,24070,9.3
956,940645,254,43.77,24087,9.3
957,941748,48,15.29,24109,9.3
958,945475,73,19.32,24126,9.3
959,945775,248,42.69,24144,9.3
960,946751,238,40.82,24162,9.3
961,946858,291,50.97,24180,9.3
962,947093,179,30.55,24198,9.3
963,947767,263,45.37,24215,9.3
964,948394,451,113.08,24240,9.3
965,948604,88,20.96,24337,9.3
966,951754,83,20.46,24360,9.3
967,952053,241,41.39,24377,9.3
968,952414,255,43.96,24402,9.3
969,952898,65,18.22,24419,9.3
970,954614,312,55.68,24437,9.3
971,957605,48,15.29,24455,9.3
972,957685,224,38.29,24472,9.3
973,957922,124,23.92,24490,9.3
974,958023,217,37.04,24508,9.3
975,958865,83,20.46,24532,9.3
976,959272,63,17.91,24549,9.3
977,961449,182,31.03,24567,9.3
978,962399,406,89.2,24584,9.3
979,962811,359,69.86,24601,9.3
980,964361,81,20.25,24622,9.3
981,965309,60,17.43,24727,9.3
982,965983,76,19.69,24745,9.3
983,968107,353,67.64,24762,9.3
984,968848,83,20.46,24779,9.3
985,969343,230,39.39,24796,9.3
986,969551,67,18.51,24818,9.3
987,969789,76,19.69,24836,9.3
988,970682,224,38.29,24853,9.3
989,971559,348,65.64,24870,9.3
990,974311,214,36.49,24887,9.3
991,974808,255,43.96,24904,9.3
992,975892,174,29.79,24921,9.3
993,976295,240,41.21,24942,9.3
994,977584,159,27.66,24960,9.3
995,978136,177,30.25,24977,9.3
996,978201,63,17.91,24998,9.3
997,981306,167,28.76,25110,9.3
998,981826,172,29.49,25127,9.3
999,982777,83,20.46,25144,9.3
1000,983494,344,64.67,25161,9.3
1001,986155,156,27.28,25179,9.3
1002,986404,297,52.13,25196,9.3
1003,987594,56,16.76,25214,9.3
1004,988277,334,61.44,25235,9.3
1005,988787,366,72.41,25341,9.3
1006,989594,57,16.93,25359,9.3
1007,990045,143,25.74,25377,9.3
1008,991108,179,30.55,25395,9.3
1009,994185,52,16.04,25412,9.3
1010,997138,355,68.3,25436,9.3
1011,998373,60,17.43,25468,9.3
1012,998663,96,21.67,25566,9.3
1013,999186,127,24.18,25584,9.3
1014,999395,54,16.41,25608,9.3
1015,999558,188,32.01,25626,9.3
1016,1000923,95,21.58,25643,9.3
1017,1002483,177,30.25,25660,9.3
1018,1002868,211,35.96,25678,9.3
1019,1003940,316,56.81,25695,9.3
1020,1005012,268,46.26,25717,9.3
1021,1006245,220,37.58,25735,9.3
1022,1006561,195,33.17,25753,9.3
1023,1007987,99,21.91,25771,9.3
1024,1009844,113,23.02,25788,9.3
1025,1010317,108,22.63,25806,9.3
1026,1010729,67,18.51,25834,9.3
1027,1011462,126,24.09,25937,9.3
1028,1011672,161,27.93,25955,4.46
1029,1012773,156,27.28,25973,9.3
1030,1013322,71,19.06,25991,9.3
1031,1014215,211,35.96,26016,9.3
1032,1014714,307,54.48,26034,9.3
1033,1015030,312,55.68,26052,9.3
1034,1015472,199,33.86,26070,9.3
1035,1016747,96,21.67,26088,9.3
1036,1018084,108,22.63,26106,9.3
1037,1018380,99,21.91,26124,9.3
1038,1020282,227,38.83,26148,9.3
1039,1020624,92,21.32,26166,9.3
1040,1021722,454,115.28,26184,9.3
1041,1023078,60,17.43,26205,9.3
1042,1024404,263,45.37,26304,9.3
1043,1024527,56,16.76,26328,9.3
1044,1025619,56,16.76,26346,9.3
1045,1025906,280,48.67,26364,9.3
1046,1027421,348,65.64,26382,9.3
1047,1028419,158,27.53,26400,9.3
1048,1029304,51,15.86,26418,9.3
1049,1030663,478,129.43,26440,9.3
1050,1031077,295,51.75,26458,9.3
1051,1031222,115,23.18,26476,9.3
1052,1032068,67,18.51,26494,9.3
1053,1033089,243,41.74,26512,9.3
1054,1034933,54,16.41,26530,9.3
1055,1035807,63,17.91,26558,9.3
1056,1037173,280,48.67,26660,9.3
1057,1037303,239,41.02,26678,9.3
1058,1037407,79,20.03,26696,9.3
1059,1038762,56,16.76,26713,9.3
1060,1039338,56,16.76,26738,9.3
1061,1040282,60,17.43,26756,9.3
1062,1041249,312,55.68,26774,9.3
1063,1042089,108,22.63,26792,9.3
1064,1043113,112,22.94,26810,9.3
1065,1043192,270,46.71,26828,9.3
1066,1043413,204,34.73,26941,9.3
1067,1045575,71,19.06,26959,9.3
1068,1046217,276,47.87,26977,9.3
1069,1048614,302,53.3,26995,9.3
1070,1049084,174,29.79,27016,9.3
1071,1049563,415,95,27122,9.3
1072,1049699,224,38.29,27140,9.3
1073,1050831,313,56.02,27158,9.3
1074,1052223,287,50.23,27176,9.3
1075,1053194,159,27.66,27194,9.3
1076,1055151,220,37.58,27212,9.3
1077,1055835,71,19.06,27229,9.3
1078,1056041,214,36.49,27250,9.3
1079,1056327,60,17.43,27268,9.3
1080,1057158,60,17.43,27286,9.3
1081,1057691,284,49.41,27304,9.3
1082,1058552,54,16.41,27322,9.3
1083,1058772,126,24.09,27340,9.3
1084,1059663,56,16.76,27362,9.3
1085,1060834,57,16.93,27383,9.3
1086,1060985,78,19.92,27488,9.3
1087,1061225,96,21.67,27506,9.3
1088,1061547,220,37.58,27524,9.3
1089,1062161,140,25.42,27548,9.3
1090,1062408,152,26.78,27566,9.3
1091,1064492,71,19.06,27584,9.3
1092,1064677,156,27.28,27602,9.3
1093,1065916,124,23.92,27620,9.3
1094,1066927,408,90.57,27638,9.3
1095,1068055,255,43.96,27660,8.87
1096,1069141,323,58.48,27678,8.65
1097,1069341,199,33.86,27696,8.65
1098,1073164,291,50.97,27714,9.3
1099,1073233,281,48.9,27732,9.3
1100,1075404,167,28.76,27755,9.3
1101,1075583,92,21.32,27861,9.3
1102,1077647,92,21.32,27879,9.3
1103,1077818,145,25.96,27897,9.3
1104,1079455,233,39.92,27915,9.3
1105,1080613,60,17.43,27933,9.3
1106,1083107,113,23.02,27951,9.3
1107,1083392,216,36.85,27972,9.3
1108,1084704,240,41.21,27990,9.3
1109,1084914,384,80.08,28008,9.3
1110,1085651,536,160.18,28026,9.3
1111,1085880,364,71.71,28044,9.3
1112,1087379,63,17.91,28062,9.3
1113,1087682,240,41.21,28084,9.3
1114,1088977,99,21.91,28105,9.3
1115,1089737,67,18.51,28203,9.3
1116,1089864,376,76.43,28226,9.3
1117,1090276,248,42.69,28244,9.3
1118,1093801,216,36.85,28268,9.3
1119,1094343,220,37.58,28286,9.3
1120,1096590,198,33.69,28304,9.3
1121,1096840,63,17.91,28322,9.3
1122,1097239,163,28.2,28340,9.3
1123,1098394,76,19.69,28358,9.3
1124,1098782,192,32.67,28380,9.3
1125,1099545,212,36.14,28398,9.3
1126,1101526,79,20.03,28415,9.3
1127,1101614,111,22.86,28432,9.3
1128,1102100,262,45.24,28449,9.3
1129,1104256,463,119.23,28561,9.3
1130,1104463,207,35.26,28667,9.3
1131,1106646,49,15.48,28685,9.3
1132,1108897,113,23.02,28703,9.3
1133,1108992,63,17.91,28721,9.3
1134,1111090,556,174.47,28739,9.3
1135,1112344,115,23.18,28761,9.3
1136,1112412,102,22.15,28779,9.3
1137,1112807,319,57.64,28797,9.3
1138,1114945,199,33.86,28815,9.3
1139,1115451,231,39.55,28833,9.3
1140,1117142,105,22.39,28851,9.3
1141,1119372,96,21.67,28869,9.3
1142,1119464,51,15.86,28890,9.3
1143,1119590,199,33.86,28908,9.3
1144,1120876,174,29.79,28929,9.3
1145,1121681,71,19.06,29027,9.3
1146,1122329,224,38.29,29057,9.3
1147,1122348,239,41.02,29075,9.3
1148,1122458,448,112.41,29093,9.3
1149,1122855,49,15.48,29111,9.3
1150,1124627,352,66.89,29129,9.3
1151,1126190,137,25.12,29147,9.3
1152,1127136,243,41.74,29165,9.3
1153,1127313,92,21.32,29187,9.3
1154,1129393,284,49.41,29204,9.3
1155,1130158,263,45.37,29222,9.3
1156,1130215,148,26.3,29240,9.3
1157,1130729,96,21.67,29258,9.3
1158,1130824,92,21.32,29276,9.3
1159,1131342,323,58.48,29304,9.3
1160,1131675,184,31.36,29403,9.3
1161,1132855,153,26.9,29421,9.3
1162,1132979,252,43.42,29439,9.3
1163,1133190,97,21.75,29457,9.3
1164,1133537,81,20.25,29482,9.3
1165,1135144,216,36.85,29500,9.3
1166,1135612,70,18.93,29518,9.3
1167,1136015,198,33.69,29536,9.3
1168,1136360,156,27.28,29554,9.3
1169,1137482,152,26.78,29572,9.3
1170,1138054,56,16.76,29589,9.3
1171,1139033,184,31.36,29610,9.3
1172,1140150,225,38.48,29628,9.3
1173,1141826,103,22.23,29649,9.3
1174,1142534,121,23.66,29747,9.3
1175,1143405,172,29.49,29765,9.3
1176,1143657,195,33.17,29795,9.3
1177,1145413,49,15.48,29813,9.3
1178,1146326,615,227.36,29831,9.3
1179,1146402,163,28.2,29849,9.3
1180,1147240,300,52.79,29867,9.3
1181,1147310,243,41.74,29885,9.3
1182,1147641,62,17.75,29906,9.3
1183,1149372,56,16.76,29924,9.3
1184,1150467,291,50.97,29942,9.3
1185,1151548,263,45.37,29960,9.3
1186,1153996,79,20.03,29978,9.3
1187,1154298,108,22.63,29995,9.3
1188,1156053,103,22.23,30022,9.3
1189,1157462,512,144.44,30119,9.3
1190,1159206,147,26.19,30136,9.4
1191,1159696,217,37.04,30154,9.3
1192,1159924,145,25.96,30262,9.3
1193,1160352,51,15.86,30286,9.4
1194,1160980,188,32.01,30304,9.3
1195,1161008,71,19.06,30322,9.4
1196,1163131,71,19.06,30340,9.3
1197,1163219,49,15.48,30358,9.3
1198,1165441,224,38.29,30375,9.4
1199,1169403,339,62.98,30397,9.4
1200,1170457,182,31.03,30415,9.4
1201,1170563,73,19.32,30433,9.4
1202,1171886,111,22.86,30451,9.4
1203,1172444,118,23.42,30472,9.4
1204,1173144,199,33.86,30577,9.4
1205,1174005,231,39.55,30595,9.4
1206,1175970,62,17.75,30617,9.51
1207,1176301,193,32.84,30635,9.4
1208,1176418,275,47.73,30652,9.51
1209,1176618,304,53.73,30670,9.3
1210,1177819,51,15.86,30695,9.51
1211,1178151,312,55.68,30712,9.51
1212,1178772,204,34.73,30730,9.4
1213,1178829,113,23.02,30748,9.51
1214,1179367,108,22.63,30766,9.4
1215,1180196,231,39.55,30784,9.4
1216,1180923,67,18.51,30802,9.4
1217,1187915,280,48.67,30823,9.4
1218,1188094,192,32.67,30839,9.4
1219,1189290,88,20.96,30938,9.51
1220,1191806,294,51.51,30956,9.51
1221,1192333,152,26.78,30974,9.4
1222,1193378,319,57.64,30999,9.4
1223,1197842,352,66.89,31017,9.51
1224,1199368,174,29.79,31035,9.51
1225,1200761,92,21.32,31053,9.62
1226,1202385,227,38.83,31071,9.51
1227,1202709,63,17.91,31089,9.62
1228,1203387,300,52.79,31107,9.62
1229,1203985,159,27.66,31131,9.62
1230,1207186,62,17.75,31149,9.62
1231,1207893,176,30.09,31167,9.51
1232,1210003,79,20.03,31188,9.51
1233,1210926,83,20.46,31286,9.4
1234,1211198,167,28.76,31310,9.62
1235,1211620,305,53.88,31328,9.62
1236,1211982,262,45.24,31346,9.51
1237,1212115,63,17.91,31368,9.51
1238,1212770,216,36.85,31386,9.62
1239,1213120,222,37.96,31404,9.62
1240,1213188,108,22.63,31428,9.51
1241,1215120,94,21.5,31446,9.62
1242,1215442,231,39.55,31464,9.62
1243,1218219,56,16.76,31482,9.62
1244,1220506,108,22.63,31500,9.62
1245,1221084,369,73.42,31518,9.62
1246,1222026,169,29.05,31540,9.62
1247,1223860,263,45.37,31561,9.62
1248,1226264,135,24.92,31660,9.62
1249,1228714,236,40.44,31678,9.62
1250,1231192,143,25.74,31696,9.62
1251,1231306,65,18.22,31721,9.62
1252,1232746,152,26.78,31739,9.62
1253,1233343,140,25.42,31757,9.62
1254,1234825,89,21.05,31775,9.62
1255,1236424,71,19.06,31881,9.62
1256,1236710,190,32.33,31899,9.62
1257,1236912,455,117.03,31924,9.62
1258,1237509,96,21.67,31942,9.62
1259,1240247,124,23.92,31960,9.62
1260,1242158,159,27.66,31978,9.62
1261,1242891,209,35.61,31996,9.62
1262,1244868,384,80.08,32017,9.62
1263,1244995,536,160.18,32122,9.62
1264,1245359,255,43.96,32140,9.62
1265,1245420,88,20.96,32158,9.62
1266,1245526,51,15.86,32176,9.62
1267,1247512,96,21.67,32198,9.62
1268,1249516,145,25.96,32223,9.62
1269,1250982,88,20.96,32241,9.62
1270,1253356,51,15.86,32259,9.62
1271,1253413,216,36.85,32277,9.62
1272,1253478,120,23.58,32295,9.62
1273,1253673,248,42.69,32313,9.62
1274,1254047,150,26.54,32331,9.62
1275,1254885,199,33.86,32352,9.62
1276,1255164,312,55.68,32373,9.62
1277,1255601,177,30.25,32472,9.62
1278,1255686,92,21.32,32490,9.62
1279,1256333,238,40.82,32507,9.94
1280,1256869,231,39.55,32531,9.62
1281,1257116,142,25.64,32549,9.62
1282,1258346,88,20.96,32567,9.62
1283,1258699,487,132.65,32585,9.62
1284,1259755,89,21.05,32603,9.62
1285,1260226,179,30.55,32620,9.62
1286,1260687,71,19.06,32645,9.62
1287,1261059,304,53.73,32663,9.62
1288,1262111,159,27.66,32681,9.62
1289,1262467,86,20.77,32699,9.62
1290,1263912,547,162.22,32716,9.62
1291,1267053,184,31.36,32737,9.94
1292,1267574,209,35.61,32843,9.62
1293,1268887,94,21.5,32861,9.62
1294,1270716,71,19.06,32878,9.62
1295,1275055,124,23.92,32896,9.94
1296,1275474,70,18.93,32914,9.94
1297,1276693,289,50.47,32943,9.94
1298,1276946,188,32.01,32961,9.62
1299,1277341,56,16.76,32979,9.62
1300,1278584,307,54.48,32997,9.62
1301,1279557,231,39.55,33015,9.94
1302,1279596,508,144.95,33033,9.62
1303,1280259,254,43.77,33051,9.94
1304,1281255,246,42.3,33072,9.94
1305,1282213,211,35.96,33090,9.94
1306,1282623,199,33.86,33111,9.94
1307,1283239,172,29.49,33210,9.62
1308,1285428,92,21.32,33228,9.62
1309,1285503,152,26.78,33252,9.62
1310,1287959,393,83.55,33270,9.62
1311,1290139,231,39.55,33288,9.94
1312,1290343,88,20.96,33306,9.62
1313,1290884,188,32.01,33324,9.94
1314,1295272,172,29.49,33341,10.26
1315,1296682,390,82.7,33363,9.94
1316,1297785,103,22.23,33381,10.26
1317,1298265,78,19.92,33399,9.94
1318,1298736,201,34.22,33507,9.94
1319,1299676,312,55.68,33525,9.94
1320,1300266,248,42.69,33543,9.94
1321,1301788,169,29.05,33573,10.26
1322,1302029,51,15.86,33669,10.26
1323,1302218,404,89.13,33687,9.94
1324,1303141,96,21.67,33704,9.94
1325,1303499,344,64.67,33721,10.26
1326,1303832,358,69.1,33746,9.94
1327,1304441,140,25.42,33768,10.26
1328,1305499,88,20.96,33786,10.26
1329,1307025,166,28.62,33804,10.26
1330,1307744,60,17.43,33822,10.59
1331,1308274,71,19.06,33840,9.94
1332,1308742,192,32.67,33865,10.26
1333,1308975,67,18.51,33883,10.26
1334,1311183,291,50.97,33901,10.59
1335,1311372,312,55.68,33922,10.59
1336,1311891,134,24.82,34020,10.59
1337,1312437,240,41.21,34045,10.59
1338,1313576,52,16.04,34063,10.59
1339,1314071,60,17.43,34081,10.26
1340,1314390,112,22.94,34099,10.26
1341,1314760,199,33.86,34117,10.59
1342,1315607,176,30.09,34135,10.59
1343,1316007,248,42.69,34153,10.26
1344,1317958,135,24.92,34175,10.59
1345,1319350,120,23.58,34193,10.59
1346,1319871,140,25.42,34211,10.59
1347,1320149,71,19.06,34229,10.26
1348,1321021,192,32.67,34247,10.59
1349,1322972,92,21.32,34271,10.59
1350,1324226,102,22.15,34377,10.59
1351,1324939,56,16.76,34395,10.26
1352,1326175,182,31.03,34413,10.59
1353,1326784,76,19.69,34431,10.59
1354,1327766,83,20.46,34449,9.4
1355,1329013,79,20.03,34471,10.59
1356,1329362,108,22.63,34489,10.59
1357,1329822,345,64.98,34511,10.59
1358,1331457,108,22.63,34529,10.59
1359,1332240,220,37.58,34547,10.59
1360,1332415,113,23.02,34565,10.59
1361,1332914,307,54.48,34590,10.59
1362,1333176,228,39,34608,10.59
1363,1333451,60,17.43,34626,10.59
1364,1334984,195,33.17,34647,10.59
1365,1335107,207,35.26,34746,10.59
1366,1335359,102,22.15,34771,10.59
1367,1336379,440,109.25,34789,10.59
1368,1338589,89,21.05,34807,9.62
1369,1339714,102,22.15,34824,10.59
1370,1340896,88,20.96,34842,10.59
1371,1343006,142,25.64,34860,10.59
1372,1344892,204,34.73,34878,10.59
1373,1346268,195,33.17,34899,10.59
1374,1347770,63,17.91,34917,10.59
1375,1348851,220,37.58,34935,10.59
1376,1350193,56,16.76,34953,10.59
1377,1352891,224,38.29,34971,10.59
1378,1353787,190,32.33,34992,10.59
1379,1354138,65,18.22,35097,10.59
1380,1355149,216,36.85,35115,10.59
1381,1357070,167,28.76,35220,10.59
1382,1357293,78,19.92,35238,10.59
1383,1357762,121,23.66,35255,10.59
1384,1359958,224,38.29,35279,10.59
1385,1360513,542,168.67,35297,10.59
