Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
6051,4406295,79,20.03,158886,12.84
6052,4406410,294,51.51,158904,12.84
6053,4406502,435,104.92,158927,12.84
6054,4406582,220,37.58,158957,12.84
6055,4406742,352,66.89,159052,12.84
6056,4406763,198,33.69,159070,12.84
6057,4406806,268,46.26,159088,12.84
6058,4407212,204,34.73,159106,12.84
6059,4407272,312,55.68,159131,12.84
6060,4407292,419,97.2,159149,12.84
6061,4407399,339,62.98,159167,12.84
6062,4407435,112,22.94,159185,12.84
6063,4407559,195,33.17,159203,12.84
6064,4407698,323,58.48,159221,12.84
6065,4407738,340,63.47,159239,12.84
6066,4407773,94,21.5,159260,12.84
6067,4407832,71,19.06,159278,12.84
6068,4407870,432,101.61,159299,12.84
6069,4408012,184,31.36,159396,12.84
6070,4408599,153,26.9,159414,12.84
6071,4408727,275,47.73,159438,12.84
6072,4408762,127,24.18,159456,12.84
6073,4409397,499,141.24,159474,12.84
6074,4409598,300,52.79,159492,12.84
6075,4409620,96,21.67,159510,12.84
6076,4409664,391,82.35,159528,12.84
6077,4409758,255,43.96,159550,12.84
6078,4409866,224,38.29,159568,12.84
6079,4410051,655,252.34,159586,12.84
6080,4410136,271,46.93,159604,12.84
6081,4410177,159,27.66,159622,12.84
6082,4410378,135,24.92,159643,12.84
6083,4410524,334,61.44,159754,12.84
6084,4410715,286,49.78,159860,12.84
6085,4411073,355,68.3,159878,12.84
6086,4411108,409,91.12,159896,12.84
6087,4411238,263,45.37,159914,12.84
6088,4411612,167,28.76,159938,12.84
6089,4411767,236,40.44,159956,12.84
6090,4411933,352,66.89,159974,12.84
6091,4412641,163,28.2,159992,12.84
6092,4412732,472,125.87,160010,12.84
6093,4412867,422,97.97,160028,12.84
6094,4412949,240,41.21,160050,12.84
6095,4412975,94,21.5,160068,12.84
6096,4413164,249,42.85,160089,12.84
6097,4413545,216,36.85,160187,12.84
6098,4413886,415,95,160205,12.84
6099,4413970,192,32.67,160230,12.84
6100,4414160,209,35.61,160248,12.84
6101,4414395,164,28.34,160266,12.84
6102,4414424,152,26.78,160284,12.84
6103,4414472,352,66.89,160302,12.84
6104,4414616,227,38.83,160320,12.84
6105,4414740,172,29.49,160338,12.84
6106,4414790,56,16.76,160359,12.84
6107,4414833,444,109.09,160377,12.84
6108,4414939,86,20.77,160395,12.84
6109,4415099,143,25.74,160412,12.84
6110,4415210,268,46.26,160433,12.84
6111,4415706,167,28.76,160537,12.84
6112,4416242,129,24.35,160559,12.84
6113,4416511,57,16.93,160577,12.84
6114,4416550,182,31.03,160595,12.84
6115,4416829,305,53.88,160615,12.84
6116,4416892,207,35.26,160633,12.84
6117,4417075,167,28.76,160657,12.84
6118,4417280,89,21.05,160675,12.84
6119,4417869,192,32.67,160693,12.84
6120,4417909,415,95,160711,12.84
6121,4417971,167,28.76,160729,12.84
6122,4418145,83,20.46,160747,12.84
6123,4418333,359,69.86,160769,12.84
6124,4418416,344,64.67,160790,12.84
6125,4418611,384,80.08,160887,12.84
6126,4418674,286,49.78,160905,12.84
6127,4418810,227,38.83,160923,12.84
6128,4419278,192,32.67,160948,12.84
6129,4419331,286,49.78,160966,12.84
6130,4419655,150,26.54,160984,12.84
6131,4419815,99,21.91,161002,12.84
6132,4419862,302,53.3,161020,12.84
6133,4420042,153,26.9,161038,12.84
6134,4420108,575,187.3,161056,12.84
6135,4420290,176,30.09,161078,12.84
6136,4420348,195,33.17,161096,12.84
6137,4420409,536,160.18,161114,12.84
6138,4420441,275,47.73,161130,12.84
6139,4420582,255,43.96,161228,12.84
6140,4420635,51,15.86,161253,12.84
6141,4420970,248,42.69,161271,12.84
6142,4421322,419,97.2,161289,12.84
6143,4421399,280,48.67,161311,12.84
6144,4421510,254,43.77,161329,12.84
6145,4421595,227,38.83,161347,12.84
6146,4421676,230,39.39,161372,12.84
6147,4422050,169,29.05,161478,12.84
6148,4422072,184,31.36,161496,12.84
6149,4422120,167,28.76,161514,12.84
6150,4422193,286,49.78,161532,12.84
6151,4422241,206,35.07,161555,12.84
6152,4422361,359,69.86,161660,12.84
6153,4422552,172,29.49,161678,12.84
6154,4422972,204,34.73,161696,12.84
6155,4422998,318,57.28,161714,12.84
6156,4423073,152,26.78,161732,12.84
6157,4423320,313,56.02,161754,12.84
6158,4423376,192,32.67,161772,12.84
6159,4423525,519,154.3,161790,12.84
6160,4423690,284,49.41,161808,12.84
6161,4423886,339,62.98,161826,12.84
6162,4424041,287,50.23,161844,12.84
6163,4424077,71,19.06,161862,12.84
6164,4424456,99,21.91,161884,12.84
6165,4424540,462,120.87,161905,12.84
6166,4424821,86,20.77,162003,12.84
6167,4425001,216,36.85,162021,12.84
6168,4425085,217,37.04,162039,12.84
6169,4425114,280,48.67,162063,12.84
6170,4425296,135,24.92,162081,12.84
6171,4425319,595,212.63,162099,12.84
6172,4425611,304,53.73,162117,12.84
6173,4425689,344,64.67,162139,12.84
6174,4425923,207,35.26,162157,12.84
6175,4426247,216,36.85,162181,12.84
6176,4426339,240,41.21,162199,12.84
6177,4426573,103,22.23,162217,12.84
6178,4426660,118,23.42,162235,12.84
6179,4427375,216,36.85,162258,12.84
6180,4427481,238,40.82,162363,12.84
6181,4427567,404,89.13,162381,12.84
6182,4428246,192,32.67,162399,12.84
6183,4428297,271,46.93,162417,12.84
6184,4428351,240,41.21,162435,12.84
6185,4428426,300,52.79,162453,12.84
6186,4428469,52,16.04,162475,12.84
6187,4428526,312,55.68,162493,12.84
6188,4428671,480,130.21,162511,12.84
6189,4429254,300,52.79,162529,12.84
6190,4429284,206,35.07,162547,12.84
6191,4429929,124,23.92,162565,12.84
6192,4430015,140,25.42,162583,12.84
6193,4430302,300,52.79,162608,12.84
6194,4430673,243,41.74,162706,12.84
6195,4430694,127,24.18,162724,12.84
6196,4430832,216,36.85,162742,12.84
6197,4430858,207,35.26,162760,12.84
6198,4431060,227,38.83,162784,12.84
6199,4431095,184,31.36,162802,12.84
6200,4431643,284,49.41,162820,12.84
6201,4431692,376,76.43,162838,12.84
6202,4431758,248,42.69,162856,12.84
6203,4431822,199,33.86,162878,12.84
6204,4431907,192,32.67,162902,12.84
6205,4432032,454,115.28,162920,12.84
6206,4432279,294,51.51,162938,12.84
6207,4432450,345,64.98,162959,12.84
6208,4432587,217,37.04,163057,12.84
6209,4432629,238,40.82,163081,12.84
6210,4433077,391,82.35,163188,12.84
6211,4433123,231,39.55,163206,12.84
6212,4433241,159,27.66,163224,12.84
6213,4433286,192,32.67,163242,12.84
6214,4433345,352,66.89,163260,12.84
6215,4433429,207,35.26,163284,12.84
6216,4433743,156,27.28,163302,12.84
6217,4433771,193,32.84,163320,12.84
6218,4433795,312,55.68,163338,12.84
6219,4433822,428,101.58,163356,12.84
6220,4434011,339,62.98,163386,12.84
6221,4434280,344,64.67,163490,12.84
6222,4434372,57,16.93,163508,12.84
6223,4434416,120,23.58,163526,12.84
6224,4434624,289,50.47,163544,12.84
6225,4434747,71,19.06,163562,12.84
6226,4434782,380,78.12,163584,12.84
6227,4434943,112,22.94,163602,12.84
6228,4435222,255,43.96,163620,12.84
6229,4435319,280,48.67,163638,12.84
6230,4435360,63,17.91,163656,12.84
6231,4435522,304,53.73,163674,12.84
6232,4435579,167,28.76,163692,12.84
6233,4435835,278,48.3,163720,12.84
6234,4435975,263,45.37,163741,12.84
6235,4436239,240,41.21,163839,12.84
6236,4436684,280,48.67,163857,12.84
6237,4436757,147,26.19,163882,12.84
6238,4436933,99,21.91,163900,12.84
6239,4437051,295,51.75,163918,12.84
6240,4437173,206,35.07,163936,12.84
6241,4437211,207,35.26,163954,12.84
6242,4437323,159,27.66,163972,12.84
6243,4437366,236,40.44,163990,12.84
6244,4437971,99,21.91,164014,12.84
6245,4437993,211,35.96,164032,12.84
6246,4438030,71,19.06,164050,12.84
6247,4438074,65,18.22,164068,12.84
6248,4438202,179,30.55,164089,12.84
6249,4438503,60,17.43,164193,12.84
6250,4438632,163,28.2,164211,12.84
6251,4438688,217,37.04,164229,12.84
6252,4438774,67,18.51,164247,12.84
6253,4438979,376,76.43,164265,12.84
6254,4439198,243,41.74,164283,12.84
6255,4439289,71,19.06,164305,12.84
6256,4439377,371,73.82,164323,12.84
6257,4439488,83,20.46,164341,12.84
6258,4439851,65,18.22,164359,12.84
6259,4439903,99,21.91,164377,12.84
6260,4439936,147,26.19,164394,12.84
6261,4440078,209,35.61,164412,12.84
6262,4440334,620,217.12,164437,12.84
6263,4440627,536,160.18,164542,12.84
6264,4440719,135,24.92,164560,12.84
6265,4440757,417,95.2,164578,12.84
6266,4440939,323,58.48,164603,12.84
6267,4441067,81,20.25,164621,12.84
6268,4441092,88,20.96,164639,12.84
6269,4441356,271,46.93,164657,12.84
6270,4441532,115,23.18,164675,12.84
6271,4441777,337,62.3,164693,12.84
6272,4441894,224,38.29,164711,12.84
6273,4442211,300,52.79,164821,12.84
6274,4442451,63,17.91,164839,12.84
6275,4442627,188,32.01,164857,12.84
6276,4442744,172,29.49,164880,12.84
6277,4442855,260,44.83,164984,12.84
6278,4442956,255,43.96,165002,12.84
6279,4443091,511,149.39,165020,12.84
6280,4443360,225,38.48,165038,12.84
6281,4443423,638,261.42,165056,12.84
6282,4443624,231,39.55,165074,12.84
6283,4443843,385,80.11,165092,12.84
6284,4443917,271,46.93,165114,12.84
6285,4444028,161,27.93,165132,12.84
6286,4444055,527,155.96,165150,12.84
6287,4444079,284,49.41,165168,12.84
6288,4444098,231,39.55,165186,12.84
6289,4444365,63,17.91,165221,12.84
6290,4444702,614,229.43,165249,12.84
6291,4444814,408,90.57,165345,12.84
6292,4445034,284,49.41,165368,12.84
6293,4445306,179,30.55,165386,12.84
6294,4445438,246,42.3,165403,12.84
6295,4445481,196,33.35,165427,12.84
6296,4445749,344,64.67,165445,12.84
6297,4445884,167,28.76,165463,12.84
6298,4445980,233,39.92,165481,12.84
6299,4446202,295,51.75,165499,12.84
6300,4446298,414,93.93,165517,12.84
6301,4446343,384,80.08,165539,12.84
6302,4446384,108,22.63,165557,12.84
6303,4446420,335,61.77,165575,12.84
6304,4446604,312,55.68,165599,12.84
6305,4447008,240,41.21,165697,12.84
6306,4447078,147,26.19,165722,12.84
6307,4447161,259,44.69,165740,12.84
6308,4447431,172,29.49,165758,12.84
6309,4447472,83,20.46,165776,12.84
6310,4447506,248,42.69,165794,12.84
6311,4447524,403,88.99,165812,12.84
6312,4447620,103,22.23,165830,12.84
6313,4447671,271,46.93,165851,12.84
6314,4447699,248,42.69,165869,12.84
6315,4447750,195,33.17,165887,12.84
6316,4447795,172,29.49,165905,12.84
6317,4447828,76,19.69,165923,12.84
6318,4448123,319,57.64,165944,12.84
6319,4448465,156,27.28,166049,12.84
6320,4448545,241,41.39,166067,12.84
6321,4448829,159,27.66,166085,12.84
6322,4449009,227,38.83,166107,12.84
6323,4449414,263,45.37,166125,12.84
6324,4449439,207,35.26,166149,12.84
6325,4449600,188,32.01,166167,12.84
6326,4449777,158,27.53,166185,12.84
6327,4449866,142,25.64,166203,12.84
6328,4449968,63,17.91,166221,12.84
6329,4450203,124,23.92,166239,12.84
6330,4450343,295,51.75,166261,12.84
6331,4450413,353,67.64,166279,12.84
6332,4450738,408,90.57,166300,12.84
6333,4450836,412,92.93,166397,12.84
6334,4450977,231,39.55,166415,12.84
6335,4451114,184,31.36,166440,12.84
6336,4451435,188,32.01,166546,12.84
6337,4451588,71,19.06,166564,12.84
6338,4451703,103,22.23,166582,12.84
6339,4451737,163,28.2,166600,12.84
6340,4451959,231,39.55,166618,12.84
6341,4452103,96,21.67,166643,12.84
6342,4452258,344,64.67,166661,12.84
6343,4452485,262,45.24,166679,12.84
6344,4452543,156,27.28,166697,12.84
6345,4452678,167,28.76,166718,12.84
6346,4452882,147,26.19,166823,12.84
6347,4453066,57,16.93,166841,12.84
6348,4453145,263,45.37,166859,12.84
6349,4453233,152,26.78,166877,12.84
6350,4453254,63,17.91,166895,12.84
6351,4453454,307,54.48,166913,12.84
6352,4453551,51,15.86,166942,12.84
6353,4453832,348,65.64,166960,12.84
6354,4454129,387,81.05,166978,12.84
6355,4454157,216,36.85,166996,12.84
6356,4454550,236,40.44,167014,12.84
6357,4454640,364,71.71,167032,12.84
6358,4454879,543,164.77,167050,12.84
6359,4455045,231,39.55,167075,12.84
6360,4455168,263,45.37,167173,12.84
6361,4455404,94,21.5,167191,12.84
6362,4455447,403,88.99,167209,12.84
6363,4455498,435,104.92,167227,12.84
6364,4455603,355,68.3,167252,12.84
6365,4455909,652,262.1,167270,12.84
6366,4456007,248,42.69,167288,12.84
6367,4456048,271,46.93,167306,12.84
6368,4456642,220,37.58,167324,12.84
6369,4456705,684,283.21,167342,12.84
6370,4457034,327,59.28,167367,12.84
6371,4457081,432,101.61,167385,12.84
6372,4457149,56,16.76,167403,12.84
6373,4457184,368,72.93,167424,12.84
6374,4457538,294,51.51,167522,12.84
6375,4457774,156,27.28,167547,12.84
6376,4457825,335,61.77,167565,12.84
6377,4457880,263,45.37,167583,12.84
6378,4458101,255,43.96,167601,12.84
6379,4458142,224,38.29,167619,12.84
6380,4458356,240,41.21,167637,12.84
6381,4458409,344,64.67,167655,12.84
6382,4458684,248,42.69,167683,12.84
6383,4458737,255,43.96,167701,12.84
6384,4458768,408,90.57,167719,12.84
6385,4458794,284,49.41,167737,12.84
6386,4459048,212,36.14,167755,12.84
6387,4459183,147,26.19,167783,12.84
6388,4459359,204,34.73,167879,12.84
6389,4459548,240,41.21,167897,12.84
6390,4459695,412,92.93,167915,12.84
6391,4459715,231,39.55,167933,12.84
6392,4459796,167,28.76,167951,12.84
6393,4459964,241,41.39,167975,12.84
6394,4459985,204,34.73,167993,12.84
6395,4460320,240,41.21,168011,12.84
6396,4460492,240,41.21,168029,12.84
6397,4460689,211,35.96,168047,12.84
6398,4460755,56,16.76,168065,12.84
6399,4460919,227,38.83,168176,12.84
6400,4460957,83,20.46,168194,12.84
6401,4461200,231,39.55,168217,12.84
6402,4461432,176,30.09,168315,12.84
6403,4461513,192,32.67,168333,12.84
6404,4461546,271,46.93,168357,12.84
6405,4461623,51,15.86,168375,12.84
6406,4461695,176,30.09,168393,12.84
6407,4461842,295,51.75,168411,12.84
6408,4461937,419,97.2,168429,12.84
6409,4462045,384,80.08,168447,12.84
6410,4462147,432,101.61,168469,12.84
6411,4462520,252,43.42,168487,12.84
6412,4462686,143,25.74,168509,12.84
6413,4462726,406,89.2,168527,12.84
6414,4462851,344,64.67,168545,12.84
6415,4463141,391,82.35,168568,12.84
6416,4463331,216,36.85,168673,12.84
6417,4463476,323,58.48,168691,12.84
6418,4463512,184,31.36,168709,12.84
6419,4463682,348,65.64,168727,12.84
6420,4464071,110,22.78,168745,12.84
6421,4464278,639,249.88,168767,12.84
6422,4464443,49,15.48,168785,12.84
6423,4464573,236,40.44,168803,12.84
6424,4464663,126,24.09,168821,12.84
6425,4464712,496,144.49,168839,12.84
6426,4464733,209,35.61,168857,12.84
6427,4464753,359,69.86,168875,12.84
6428,4464953,153,26.9,168905,12.84
6429,4465324,220,37.58,168933,12.84
6430,4465859,419,97.2,169032,12.84
6431,4465936,179,30.55,169050,12.84
6432,4466031,198,33.69,169075,12.84
6433,4466131,319,57.64,169093,12.84
6434,4466325,143,25.74,169111,12.84
6435,4466404,280,48.67,169129,12.84
6436,4466450,291,50.97,169147,12.84
6437,4466473,304,53.73,169165,12.84
6438,4466668,172,29.49,169183,12.84
6439,4466780,339,62.98,169204,12.84
6440,4466883,415,95,169222,12.84
6441,4467579,57,16.93,169240,12.84
6442,4467758,206,35.07,169261,12.84
6443,4468029,86,20.77,169372,12.84
6444,4468189,167,28.76,169390,12.84
6445,4468292,423,97.36,169408,12.84
6446,4468456,625,226.08,169426,12.84
6447,4468554,134,24.82,169444,12.84
6448,4468700,579,187.32,169462,12.84
6449,4468819,176,30.09,169480,12.84
6450,4469021,140,25.42,169501,12.84
6451,4469254,270,46.71,169519,12.84
6452,4469447,78,19.92,169537,12.84
6453,4469526,248,42.69,169555,12.84
6454,4469563,99,21.91,169573,12.84
6455,4469630,408,90.57,169591,12.84
6456,4469735,316,56.81,169619,12.84
6457,4470450,339,62.98,169715,12.84
6458,4470541,89,21.05,169733,12.84
6459,4470667,248,42.69,169751,12.84
6460,4471115,316,56.81,169860,12.84
6461,4471200,196,33.35,169884,12.84
6462,4471265,312,55.68,169902,12.84
6463,4471425,259,44.69,169920,12.84
6464,4471577,220,37.58,169938,12.84
6465,4471778,54,16.41,169956,12.84
6466,4472465,268,46.26,169974,12.84
6467,4472568,248,42.69,169996,12.84
6468,4472712,556,174.47,170014,12.84
6469,4472734,430,101.41,170032,12.84
6470,4472871,92,21.32,170053,12.84
6471,4473095,329,59.91,170151,12.84
6472,4473246,300,52.79,170182,12.84
6473,4473306,236,40.44,170200,12.84
6474,4473506,56,16.76,170218,12.84
6475,4473958,527,155.96,170236,12.84
6476,4473983,334,61.44,170254,12.84
6477,4474069,225,38.48,170272,12.84
6478,4474105,220,37.58,170294,12.84
6479,4474390,281,48.9,170312,12.84
6480,4474469,259,44.69,170330,12.84
6481,4474513,423,97.36,170348,12.84
6482,4474849,231,39.55,170366,12.84
6483,4475023,167,28.76,170384,12.84
6484,4475308,121,23.66,170412,12.84
6485,4475416,207,35.26,170508,12.84
6486,4475574,435,104.92,170526,12.84
6487,4475730,316,56.81,170544,12.84
6488,4475818,364,71.71,170562,12.84
6489,4476148,207,35.26,170580,12.84
6490,4476190,188,32.01,170604,12.84
6491,4476326,176,30.09,170622,12.84
6492,4476532,243,41.74,170640,12.84
6493,4476569,327,59.28,170658,12.84
6494,4476805,326,59.13,170676,12.84
6495,4477176,60,17.43,170694,12.84
6496,4477285,188,32.01,170719,12.84
6497,4477475,423,97.36,170737,12.84
6498,4477754,415,95,170758,12.84
6499,4477933,440,109.25,170856,12.84
6500,4478013,56,16.76,170874,12.84
6501,4478377,145,25.96,170899,12.84
6502,4478407,332,61.17,170921,12.84
6503,4478460,193,32.84,170939,12.84
6504,4478647,463,119.23,170957,12.84
6505,4478694,156,27.28,170975,12.84
6506,4478864,142,25.64,170993,12.84
6507,4478897,319,57.64,171018,12.84
6508,4479127,463,119.23,171036,12.84
6509,4479212,327,59.28,171054,12.84
6510,4479322,313,56.02,171072,12.84
6511,4479582,216,36.85,171090,12.84
6512,4479613,444,109.09,171111,12.84
6513,4480022,176,30.09,171216,12.84
6514,4480194,57,16.93,171234,12.84
6515,4480460,96,21.67,171252,12.84
6516,4480876,172,29.49,171270,12.84
6517,4480954,159,27.66,171288,12.84
6518,4481127,207,35.26,171306,12.84
6519,4481354,271,46.93,171328,12.84
6520,4481683,153,26.9,171346,12.84
6521,4481859,408,90.57,171364,12.84
6522,4481905,167,28.76,171382,12.84
6523,4482156,76,19.69,171489,12.84
6524,4482851,304,53.73,171507,12.84
6525,4483116,67,18.51,171535,12.84
6526,4483254,192,32.67,171633,12.84
6527,4483356,371,73.82,171651,12.84
6528,4483676,259,44.69,171669,12.84
6529,4483936,134,24.82,171687,12.84
6530,4484248,81,20.25,171711,12.84
6531,4484348,305,53.88,171729,12.84
6532,4484432,262,45.24,171751,12.84
6533,4484703,280,48.67,171769,12.84
6534,4485063,185,31.51,171787,12.84
6535,4485160,204,34.73,171805,12.84
6536,4485248,300,52.79,171829,12.84
6537,4485464,236,40.44,171847,12.84
6538,4486099,207,35.26,171865,12.84
6539,4486165,281,48.9,171886,12.63
6540,4486267,304,53.73,171985,12.84
6541,4486299,295,51.75,172009,12.84
6542,4486367,364,71.71,172027,12.84
6543,4486394,352,66.89,172045,12.84
6544,4486481,412,92.93,172063,12.84
6545,4486578,243,41.74,172081,12.84
6546,4486728,339,62.98,172099,12.84
6547,4486860,568,189.84,172121,12.63
6548,4487114,135,24.92,172139,12.84
6549,4487431,460,119.54,172157,12.84
6550,4487617,294,51.51,172175,12.84
6551,4487698,179,30.55,172193,12.84
6552,4487904,327,59.28,172211,12.84
6553,4487984,97,21.75,172239,12.84
6554,4488085,300,52.79,172337,12.84
6555,4488314,540,166.11,172355,12.84
6556,4488561,211,35.96,172373,12.84
6557,4488614,376,76.43,172391,12.84
6558,4488769,224,38.29,172409,12.84
6559,4488843,252,43.42,172433,12.84
6560,4488985,71,19.06,172451,12.84
6561,4489039,118,23.42,172469,12.63
6562,4489123,54,16.41,172491,12.84
6563,4489169,83,20.46,172509,12.84
6564,4489344,172,29.49,172527,12.84
6565,4489384,204,34.73,172551,12.84
6566,4489454,240,41.21,172569,12.84
6567,4489812,96,21.67,172590,12.84
6568,4489947,79,20.03,172689,12.84
6569,4490213,286,49.78,172707,12.84
6570,4490503,304,53.73,172731,12.84
6571,4491033,287,50.23,172749,12.84
6572,4491089,327,59.28,172767,12.63
6573,4491338,512,144.44,172785,12.84
6574,4491619,312,55.68,172802,12.84
6575,4491654,270,46.71,172820,12.84
6576,4491982,172,29.49,172842,12.84
6577,4492031,295,51.75,172860,12.63
6578,4492082,56,16.76,172878,12.84
6579,4492308,236,40.44,172896,12.84
6580,4492331,384,80.08,172914,12.84
6581,4492552,135,24.92,172935,12.84
6582,4492860,403,88.99,173040,12.63
6583,4493100,287,50.23,173058,12.84
6584,4493192,665,286.02,173076,12.84
6585,4493369,236,40.44,173094,12.84
6586,4493675,224,38.29,173200,12.84
6587,4493737,199,33.86,173225,12.84
6588,4493760,193,32.84,173243,12.63
6589,4493782,224,38.29,173261,12.84
6590,4493996,316,56.81,173281,12.63
6591,4494033,150,26.54,173299,12.84
6592,4494598,295,51.75,173321,12.84
6593,4494712,280,48.67,173346,12.84
6594,4494967,248,42.69,173364,12.84
6595,4495202,140,25.42,173385,12.84
6596,4495492,248,42.69,173484,12.41
6597,4495576,243,41.74,173502,12.63
6598,4495609,302,53.3,173527,12.63
6599,4495737,192,32.67,173545,12.63
6600,4495943,193,32.84,173563,12.84
6601,4495981,639,249.88,173581,12.63
6602,4496013,207,35.26,173599,12.84
6603,4496186,263,45.37,173617,12.84
6604,4496328,65,18.22,173635,12.84
6605,4496477,280,48.67,173657,12.84
6606,4496582,143,25.74,173675,12.63
6607,4496810,243,41.74,173693,12.84
6608,4497141,108,22.63,173711,12.84
6609,4497177,207,35.26,173732,12.63
6610,4497382,126,24.09,173838,12.84
6611,4497466,263,45.37,173856,12.84
6612,4497512,263,45.37,173874,12.63
6613,4497531,289,50.47,173892,12.84
6614,4497586,295,51.75,173910,12.84
6615,4497627,255,43.96,173928,12.84
6616,4497680,206,35.07,173950,12.09
6617,4497741,112,22.94,173968,12.84
6618,4498248,281,48.9,173986,12.63
6619,4498322,280,48.67,174004,12.84
6620,4498472,291,50.97,174022,12.63
6621,4498515,455,117.03,174040,12.63
6622,4498657,152,26.78,174076,12.63
6623,4498833,254,43.77,174172,12.63
6624,4498977,88,20.96,174190,12.63
6625,4499058,204,34.73,174208,12.41
6626,4499165,339,62.98,174226,12.63
6627,4499233,238,40.82,174251,12.84
6628,4499305,70,18.93,174269,12.41
6629,4499340,280,48.67,174287,12.84
6630,4499366,184,31.36,174305,12.84
6631,4499521,179,30.55,174323,12.63
6632,4499548,79,20.03,174341,12.63
6633,4499595,176,30.09,174359,12.84
6634,4499844,307,54.48,174381,12.41
6635,4500038,248,42.69,174399,12.63
6636,4500157,391,82.35,174420,12.84
6637,4500335,147,26.19,174518,12.63
6638,4500561,387,81.05,174536,12.63
6639,4500690,271,46.93,174560,12.41
6640,4500798,211,35.96,174578,12.63
6641,4500842,195,33.17,174596,12.63
6642,4500887,352,66.89,174614,12.63
6643,4501199,263,45.37,174632,12.84
6644,4501281,185,31.51,174650,12.84
6645,4501685,472,125.87,174672,12.84
6646,4501759,188,32.01,174690,12.41
6647,4501993,158,27.53,174708,12.84
6648,4502048,167,28.76,174726,12.63
6649,4502237,348,65.64,174833,12.63
6650,4502410,184,31.36,174856,12.84
6651,4502661,238,40.82,174966,12.41
6652,4502778,204,34.73,174984,12.63
6653,4502966,227,38.83,175002,12.84
6654,4503047,295,51.75,175020,12.84
6655,4503068,440,109.25,175038,12.41
6656,4503280,304,53.73,175062,12.41
6657,4504102,271,46.93,175080,12.41
6658,4504180,193,32.84,175098,12.84
6659,4504270,143,25.74,175116,12.41
6660,4504470,263,45.37,175134,12.63
6661,4504499,209,35.61,175152,12.41
6662,4504612,225,38.48,175174,12.41
6663,4504744,220,37.58,175192,12.63
6664,4504883,166,28.62,175213,12.63
6665,4505022,448,112.41,175311,12.41
6666,4505182,143,25.74,175329,12.63
6667,4505383,243,41.74,175354,12.41
6668,4505481,70,18.93,175372,12.63
6669,4505535,199,33.86,175390,12.63
6670,4505703,166,28.62,175408,12.63
6671,4505723,207,35.26,175426,12.63
6672,4505768,192,32.67,175444,12.84
6673,4506507,412,92.93,175462,12.84
6674,4506637,230,39.39,175483,12.63
6675,4506765,252,43.42,175501,12.63
6676,4506964,419,97.2,175519,12.41
6677,4506987,435,104.92,175537,12.84
6678,4507183,201,34.22,175558,12.84
6679,4507297,216,36.85,175664,12.41
6680,4507318,227,38.83,175682,12.63
6681,4507353,409,91.12,175706,12.84
6682,4507411,231,39.55,175724,12.41
6683,4507430,352,66.89,175742,12.63
6684,4507500,376,76.43,175760,12.63
6685,4507534,391,82.35,175784,12.63
6686,4507636,172,29.49,175802,12.41
6687,4507730,147,26.19,175820,12.84
6688,4507755,134,24.82,175838,12.41
6689,4507891,289,50.47,175856,12.84
6690,4508389,216,36.85,175874,12.41
6691,4508444,291,50.97,175896,12.41
6692,4508810,163,28.2,175917,12.41
6693,4508921,423,97.36,176016,12.41
6694,4509119,214,36.49,176034,12.41
6695,4509232,166,28.62,176052,12.84
6696,4509434,56,16.76,176077,12.41
6697,4509591,408,90.57,176095,12.41
6698,4509625,249,42.85,176113,12.41
6699,4509926,531,160.62,176131,12.2
6700,4510002,312,55.68,176149,12.84
6701,4510081,319,57.64,176167,12.84
6702,4510130,387,81.05,176185,12.63
6703,4510258,254,43.77,176206,12.41
6704,4510403,145,25.96,176224,12.41
6705,4510700,147,26.19,176245,12.63
6706,4510809,71,19.06,176344,12.41
6707,4510952,262,45.24,176362,12.41
6708,4511143,515,147.53,176386,12.63
6709,4511181,335,61.77,176404,12.41
6710,4511205,176,30.09,176422,12.41
6711,4511267,399,87.3,176444,12.41
6712,4512098,652,262.1,176553,12.41
6713,4512137,252,43.42,176578,12.84
6714,4512164,199,33.86,176596,12.84
6715,4512239,184,31.36,176614,12.41
6716,4512297,652,262.1,176632,12.63
6717,4512364,312,55.68,176650,12.63
6718,4512392,355,68.3,176668,12.41
6719,4512643,275,47.73,176696,12.41
6720,4512884,364,71.71,176792,12.63
6721,4513044,227,38.83,176810,12.63
6722,4513183,179,30.55,176828,12.63
6723,4513209,433,104.37,176846,12.41
6724,4513256,553,176.67,176864,12.84
6725,4513445,92,21.32,176888,12.41
6726,4513679,238,40.82,176906,12.41
6727,4513838,240,41.21,176924,12.63
6728,4513886,147,26.19,176942,12.41
6729,4514020,263,45.37,176960,12.41
6730,4514048,542,168.67,176978,12.41
6731,4514124,254,43.77,177000,12.41
6732,4514214,241,41.39,177018,12.41
6733,4514359,51,15.86,177039,12.63
6734,4514518,193,32.84,177138,12.63
6735,4514694,63,17.91,177156,12.63
6736,4514729,147,26.19,177181,12.41
6737,4514762,319,57.64,177199,12.84
6738,4514846,188,32.01,177217,12.84
6739,4515061,254,43.77,177235,12.41
6740,4515097,326,59.13,177253,12.41
6741,4515641,124,23.92,177275,12.41
6742,4515783,225,38.48,177300,12.41
6743,4515873,364,71.71,177318,12.63
6744,4516080,486,135.98,177336,12.2
6745,4516187,172,29.49,177354,12.41
6746,4516209,399,87.3,177372,12.41
6747,4516426,224,38.29,177395,12.63
6748,4516603,536,160.18,177501,12.2
